Unique_ID,Finance,Production,Reserves / Exploration / Acquisitions / Mergers / Divestments,Environment / Regulatory / Geopolitics,Alternative Energy / Lower Carbon,Oil Price / Natural Gas Price / Gasoline Price
PQ-2545444747,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2545441616,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2533651137,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2533532967,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2533577878,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2533515116,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2533460415,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2533432114,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2533109988,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
PQ-2774491523,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2545003804,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2533068003,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2532779344,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2532635021,Neutral,Neutral,Neutral,Negative,Positive,Neutral
PQ-2532613067,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
PQ-2532502678,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2532491185,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2532442220,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2532442208,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2532442173,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2532335151,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2532303015,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2532283339,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2532265642,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2532229346,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2532173695,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2532105497,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2532105495,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2531963321,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2544335234,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2531559000,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2531508479,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2542951398,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2529614951,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2529424479,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2528419472,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2528048175,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2540428980,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2540427563,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2540424643,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2540423426,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2527736409,Neutral,Neutral,Neutral,Negative,Positive,Neutral
PQ-2527593910,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2526945255,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2526062774,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2520398244,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2534497496,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2519926881,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2519891876,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2519678492,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2519079155,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2518891590,Neutral,Positive,Positive,Neutral,Neutral,Neutral
PQ-2518676093,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2518151497,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2531869129,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2518153748,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2517909950,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2516641409,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2516621501,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2516340721,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2529617166,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2514964124,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2514818614,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2514565663,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2512407602,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2509527057,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2509222441,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2508218688,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2505402825,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2505700559,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2500297665,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2499282938,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2499254435,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2499015285,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2496992509,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2497249743,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2508031384,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2508031368,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2508030824,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2496747696,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2496126853,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2495976192,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2495961141,Positive,Positive,Neutral,Positive,Positive,Neutral
PQ-2496337702,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2495484749,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2495428733,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2495264684,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2507369490,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
PQ-2495216532,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2495216374,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2494781505,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2494318073,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2494214384,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
PQ-2494185849,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2493895108,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2493715668,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2493505019,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2505571935,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2491612337,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2490405032,Neutral,Negative,Neutral,Neutral,Neutral,Positive
PQ-2489184288,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2488070034,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2487359190,Negative,Negative,Neutral,Negative,Neutral,Neutral
PQ-2487322583,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2487118910,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2486610930,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2486500044,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2486496971,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2485947715,Neutral,Positive,Negative,Neutral,Neutral,Neutral
PQ-2485384511,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2485321890,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2485321172,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2484918239,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
PQ-2484883015,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2484876808,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2484837375,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2484603484,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2484603479,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2484403928,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2484308028,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
PQ-2484290042,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2484282957,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2484154061,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2483940903,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2483799889,Positive,Positive,Neutral,Neutral,Positive,Positive
PQ-2483771734,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2484145247,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2483671975,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2483404623,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2483205634,Positive,Positive,Positive,Neutral,Positive,Positive
PQ-2483015245,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2482345098,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2481455550,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2481455407,Neutral,Negative,Negative,Negative,Neutral,Neutral
PQ-2481396359,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2481221073,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2481189625,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2481096772,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2480891534,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2480650347,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2480089072,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2478817926,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2478726100,Neutral,Negative,Negative,Positive,Positive,Neutral
PQ-2478657204,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2478200471,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2478150121,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2478163348,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2478010213,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2478009015,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2477267544,Positive,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2476560818,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2475861185,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2512319253,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2475619025,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2474589347,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2474588815,Neutral,Neutral,Negative,Neutral,Neutral,Positive
PQ-2474348564,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2474275984,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2471081277,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2471053937,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2470787272,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2478178985,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2470409504,Positive,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2477837886,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
PQ-2477837382,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2470134262,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2470059362,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2470009859,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2469952574,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
PQ-2469847982,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2469823580,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2469556812,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2469417618,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2476490890,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2469350826,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2469112294,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2468959576,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2468818093,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2468022942,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2467848547,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2467782548,Neutral,Neutral,Neutral,Negative,Neutral,Negative
PQ-2467659348,Neutral,Neutral,Negative,Positive,Positive,Neutral
PQ-2467551252,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2467525973,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2467506874,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2466104230,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2466104062,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2465948139,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2474392357,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2465901936,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2465821388,Neutral,Neutral,Negative,Neutral,Neutral,Neutral
PQ-2465669543,Negative,Negative,Negative,Negative,Neutral,Negative
PQ-2465669525,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2465570612,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2465487384,Negative,Neutral,Neutral,Neutral,Neutral,Negative
PQ-2465486904,Negative,Neutral,Negative,Neutral,Neutral,Negative
PQ-2464845343,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2464566814,Neutral,Neutral,Negative,Neutral,Neutral,Neutral
PQ-2464604359,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2464541547,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2464494204,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2967214043,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2901792732,Positive,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2900527371,Neutral,Positive,Positive,Neutral,Neutral,Neutral
PQ-2900817989,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2897461879,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2895137937,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2895038109,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2880296882,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2853253212,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2831429113,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2830473201,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2828934022,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2821029800,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2813853758,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2813715564,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2810235907,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2810039935,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2776475145,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2747239066,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2715702627,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2714237491,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2712884191,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2712125875,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2712111967,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2706110677,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2705184310,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2705174835,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2705118452,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2705046498,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2704990848,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2704785118,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2704701727,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2704810862,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2704162185,Positive,Positive,Positive,Neutral,Positive,Positive
PQ-2704112885,Positive,Positive,Positive,Neutral,Positive,Positive
PQ-2704062353,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2701133433,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2699929060,Positive,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2699842960,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2699818476,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2697460053,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2697139949,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2694229078,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2693284635,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2692022760,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2692589992,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2691422296,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2691196096,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2688971597,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2688770018,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2688471279,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2685980259,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2685931087,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2685773566,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2684680370,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2683958151,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2683126959,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2681503286,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2681382178,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2681200985,Positive,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2680317469,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2680250511,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2679710973,Positive,Positive,Positive,Neutral,Positive,Positive
PQ-2679655952,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2679590031,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2663982026,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2663430881,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2661844360,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2660777234,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2660673363,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2659697669,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2659394452,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2656541574,Positive,Positive,Neutral,Neutral,Positive,Positive
PQ-2645378438,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2640917431,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2650975123,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2650975114,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2650974750,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2650974598,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2640096684,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2640012358,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2640009105,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2639875424,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2638574684,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2638461684,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2638275804,Positive,Positive,Neutral,Positive,Positive,Positive
PQ-2637586235,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2647676194,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2647628812,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2647477413,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2637265939,Positive,Neutral,Neutral,Positive,Neutral,Positive
PQ-2636364828,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2636155200,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2636123812,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2636118044,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2635919334,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2635876825,Positive,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2635844203,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2635700101,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2632124547,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2603938368,Positive,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2580664569,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2559402711,Neutral,Neutral,Neutral,Neutral,Neutral,Negative
PQ-2552585208,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2525093646,Neutral,Positive,Neutral,Neutral,Neutral,Neutral
PQ-2496990457,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2489528304,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2490851281,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2490848845,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2490848793,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2474378114,Neutral,Neutral,Neutral,Negative,Neutral,Negative
PQ-2469983703,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2463570155,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2460078898,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2451256483,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2434446208,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2434110218,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2421891493,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2410842915,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2409726865,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2407626409,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2398826370,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2398423909,Negative,Neutral,Neutral,Neutral,Neutral,Negative
PQ-2398312028,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2409946584,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2405422022,Neutral,Neutral,Neutral,Neutral,Neutral,Negative
PQ-2405410674,Neutral,Neutral,Neutral,Neutral,Neutral,Negative
PQ-2403415450,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2403409522,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2403409209,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2403408849,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2390060390,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2390207567,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2389699880,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2386682270,Neutral,Neutral,Negative,Negative,Neutral,Negative
PQ-2386392174,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2386258973,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2386109619,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2386069708,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2385836977,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2385127261,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2384905013,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2384244356,Negative,Negative,Neutral,Neutral,Neutral,Negative
PQ-2382937847,Negative,Negative,Neutral,Negative,Neutral,Negative
